"hotel_name","price","dates","duration","duration_bucket","rating","ta_rating","ta_review_count","ta_source","departure_airport","scraped_at","url","image_url","offer_url"
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"<<<<<<< Updated upstream","","","","","","","","","","","","",""
"=======","","","","","","","","","","","","",""
">>>>>>> Stashed changes","","","","","","","","","","","","",""
"First Class Turcja, Alanya, Mahmutlar","5022.0","23.09.2026 - 01.10.2026","9 dni/8 nocy","","3.3","3.3","482","tripadvisor","Warszawa - Radom","2026-09-21T01:16:18.476205+00:00","https://fly.pl/oferta/turcja-wczasy/?filter[dest]=39:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=H&filter[whenFrom]=21-09-2026&filter[whenTo]=21-10-2026&filter[duration]=7:10&filter[from]=Warszawa,Warszawa%20-%20Radom&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=50&filter[addCatering]=0&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2015/04/First-Class.jpg","https://fly.pl/wycieczka/turcja,alanya,mahmutlar/first-class/pN4sU3e6yHnoAlzFoh0-v-AAogli-Vo87ipgrfxe2VJUMMZlLEDy5EzJMQq73jw7hfzbkqBE9SRVgw44rC1QZInidQQVguYAJqBkowLjIuMXI3mwEVCBcAXAJYBVYCQMoGEeMeXYgaT9gTU-cbUgBelpQBS4ESYQBM0b46IM78lwkNAAISYwECC7XtcGw/ofertasv/?filter[tourOperator]=OREX&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
